array_type,time,element_size,checksum
mono, 0.005449, 1392, 549770476255
sliced, 0.008985, 1392, 549770476255
SQ, 0.006929, 1392, 549770476255
HAT, 0.065566, 1392, 549770476255
MSarray_2, 0.261192, 1392, 549770476255
MSarray_3, 0.278913, 1392, 549770476255
MSarray_4, 0.532152, 1392, 549770476255
geo, 0.005626, 1408, 549770476255
mono, 0.005425, 1408, 549770476255
sliced, 0.011467, 1408, 549770476255
SQ, 0.004497, 1408, 549770476255
HAT, 0.080328, 1408, 549770476255
MSarray_2, 0.304886, 1408, 549770476255
MSarray_3, 0.309550, 1408, 549770476255
MSarray_4, 0.808992, 1408, 549770476255
geo, 0.004774, 1424, 549770476255
mono, 0.006027, 1424, 549770476255
sliced, 0.009688, 1424, 549770476255
SQ, 0.006731, 1424, 549770476255
HAT, 0.087359, 1424, 549770476255
MSarray_2, 0.383557, 1424, 549770476255
MSarray_3, 0.330933, 1424, 549770476255
MSarray_4, 0.757585, 1424, 549770476255
geo, 0.003646, 1440, 549770476255
mono, 0.003568, 1440, 549770476255
sliced, 0.008606, 1440, 549770476255
SQ, 0.007276, 1440, 549770476255
HAT, 0.091252, 1440, 549770476255
MSarray_2, 0.368931, 1440, 549770476255
MSarray_3, 0.318274, 1440, 549770476255
MSarray_4, 0.791691, 1440, 549770476255
geo, 0.005547, 1456, 549770476255
mono, 0.005427, 1456, 549770476255
sliced, 0.010767, 1456, 549770476255
SQ, 0.007181, 1456, 549770476255
HAT, 0.095179, 1456, 549770476255
MSarray_2, 0.385735, 1456, 549770476255
MSarray_3, 0.347563, 1456, 549770476255
MSarray_4, 0.812340, 1456, 549770476255
geo, 0.003873, 1472, 549770476255
mono, 0.006683, 1472, 549770476255
sliced, 0.009799, 1472, 549770476255
SQ, 0.004051, 1472, 549770476255
HAT, 0.095079, 1472, 549770476255
MSarray_2, 0.353057, 1472, 549770476255
MSarray_3, 0.341155, 1472, 549770476255
MSarray_4, 0.790341, 1472, 549770476255
geo, 0.003773, 1488, 549770476255
mono, 0.005963, 1488, 549770476255
sliced, 0.011369, 1488, 549770476255
SQ, 0.006235, 1488, 549770476255
HAT, 0.093418, 1488, 549770476255
MSarray_2, 0.338147, 1488, 549770476255
MSarray_3, 0.449570, 1488, 549770476255
MSarray_4, 0.822087, 1488, 549770476255
geo, 0.004115, 1504, 549770476255
mono, 0.006296, 1504, 549770476255
sliced, 0.011117, 1504, 549770476255
SQ, 0.004021, 1504, 549770476255
HAT, 0.098282, 1504, 549770476255
MSarray_2, 0.318184, 1504, 549770476255
MSarray_3, 0.377240, 1504, 549770476255
MSarray_4, 0.781370, 1504, 549770476255
geo, 0.004719, 1520, 549770476255
mono, 0.004162, 1520, 549770476255
sliced, 0.009773, 1520, 549770476255
SQ, 0.005434, 1520, 549770476255
HAT, 0.084919, 1520, 549770476255
MSarray_2, 0.350212, 1520, 549770476255
MSarray_3, 0.331671, 1520, 549770476255
MSarray_4, 0.832509, 1520, 549770476255
geo, 0.004166, 1536, 549770476255
mono, 0.007394, 1536, 549770476255
sliced, 0.010174, 1536, 549770476255
SQ, 0.004005, 1536, 549770476255
HAT, 0.102145, 1536, 549770476255
MSarray_2, 0.484176, 1536, 549770476255
MSarray_3, 0.396089, 1536, 549770476255
MSarray_4, 0.872417, 1536, 549770476255
geo, 0.005562, 1552, 549770476255
mono, 0.003580, 1552, 549770476255
sliced, 0.011207, 1552, 549770476255
SQ, 0.004038, 1552, 549770476255
HAT, 0.110014, 1552, 549770476255
MSarray_2, 0.337475, 1552, 549770476255
MSarray_3, 0.382491, 1552, 549770476255
MSarray_4, 0.889678, 1552, 549770476255
geo, 0.003691, 1568, 549770476255
mono, 0.006056, 1568, 549770476255
sliced, 0.011938, 1568, 549770476255
SQ, 0.006076, 1568, 549770476255
HAT, 0.092352, 1568, 549770476255
MSarray_2, 0.447330, 1568, 549770476255
MSarray_3, 0.378654, 1568, 549770476255
MSarray_4, 0.853145, 1568, 549770476255
geo, 0.003659, 1584, 549770476255
mono, 0.005868, 1584, 549770476255
sliced, 0.010350, 1584, 549770476255
SQ, 0.007532, 1584, 549770476255
HAT, 0.093479, 1584, 549770476255
MSarray_2, 0.421445, 1584, 549770476255
MSarray_3, 0.391810, 1584, 549770476255
MSarray_4, 0.912323, 1584, 549770476255
geo, 0.003697, 1600, 549770476255
mono, 0.003561, 1600, 549770476255
sliced, 0.009388, 1600, 549770476255
SQ, 0.006346, 1600, 549770476255
HAT, 0.100876, 1600, 549770476255
MSarray_2, 0.467839, 1600, 549770476255
MSarray_3, 0.398143, 1600, 549770476255
MSarray_4, 0.890449, 1600, 549770476255
geo, 0.003640, 1616, 549770476255
mono, 0.003570, 1616, 549770476255
sliced, 0.009689, 1616, 549770476255
SQ, 0.005183, 1616, 549770476255
HAT, 0.105425, 1616, 549770476255
MSarray_2, 0.382953, 1616, 549770476255
MSarray_3, 0.381900, 1616, 549770476255
MSarray_4, 0.928812, 1616, 549770476255
geo, 0.003647, 1632, 549770476255
mono, 0.003472, 1632, 549770476255
sliced, 0.007864, 1632, 549770476255
SQ, 0.007128, 1632, 549770476255
HAT, 0.094826, 1632, 549770476255
MSarray_2, 0.376185, 1632, 549770476255
MSarray_3, 0.411617, 1632, 549770476255
MSarray_4, 1.001572, 1632, 549770476255
geo, 0.003676, 1648, 549770476255
mono, 0.006814, 1648, 549770476255
sliced, 0.010197, 1648, 549770476255
SQ, 0.007482, 1648, 549770476255
HAT, 0.106675, 1648, 549770476255
MSarray_2, 0.435537, 1648, 549770476255
MSarray_3, 0.394302, 1648, 549770476255
MSarray_4, 0.924456, 1648, 549770476255
geo, 0.005534, 1664, 549770476255
mono, 0.006295, 1664, 549770476255
sliced, 0.011120, 1664, 549770476255
SQ, 0.006111, 1664, 549770476255
HAT, 0.095769, 1664, 549770476255
MSarray_2, 0.381550, 1664, 549770476255
MSarray_3, 0.436550, 1664, 549770476255
MSarray_4, 0.912834, 1664, 549770476255
geo, 0.004751, 1680, 549770476255
mono, 0.003756, 1680, 549770476255
sliced, 0.010710, 1680, 549770476255
SQ, 0.004932, 1680, 549770476255
HAT, 0.090147, 1680, 549770476255
MSarray_2, 0.423212, 1680, 549770476255
MSarray_3, 0.402052, 1680, 549770476255
MSarray_4, 0.879856, 1680, 549770476255
geo, 0.005557, 1696, 549770476255
mono, 0.003858, 1696, 549770476255
sliced, 0.006310, 1696, 549770476255
SQ, 0.004084, 1696, 549770476255
HAT, 0.106641, 1696, 549770476255
MSarray_2, 0.506335, 1696, 549770476255
MSarray_3, 0.443364, 1696, 549770476255
MSarray_4, 0.972676, 1696, 549770476255
geo, 0.003637, 1712, 549770476255
mono, 0.006602, 1712, 549770476255
sliced, 0.006369, 1712, 549770476255
SQ, 0.007197, 1712, 549770476255
HAT, 0.112058, 1712, 549770476255
MSarray_2, 0.621669, 1712, 549770476255
MSarray_3, 0.404087, 1712, 549770476255
MSarray_4, 0.968239, 1712, 549770476255
geo, 0.005113, 1728, 549770476255
mono, 0.004640, 1728, 549770476255
sliced, 0.009257, 1728, 549770476255
SQ, 0.006072, 1728, 549770476255
HAT, 0.114409, 1728, 549770476255
MSarray_2, 0.457504, 1728, 549770476255
MSarray_3, 0.382609, 1728, 549770476255
MSarray_4, 1.035580, 1728, 549770476255
geo, 0.005095, 1744, 549770476255
mono, 0.003530, 1744, 549770476255
sliced, 0.006390, 1744, 549770476255
SQ, 0.006318, 1744, 549770476255
HAT, 0.118685, 1744, 549770476255
MSarray_2, 0.549452, 1744, 549770476255
MSarray_3, 0.432884, 1744, 549770476255
MSarray_4, 1.026917, 1744, 549770476255
geo, 0.004125, 1760, 549770476255
mono, 0.003566, 1760, 549770476255
sliced, 0.012879, 1760, 549770476255
SQ, 0.003993, 1760, 549770476255
HAT, 0.105139, 1760, 549770476255
MSarray_2, 0.385252, 1760, 549770476255
MSarray_3, 0.420055, 1760, 549770476255
MSarray_4, 1.097294, 1760, 549770476255
geo, 0.003973, 1776, 549770476255
mono, 0.005124, 1776, 549770476255
sliced, 0.011148, 1776, 549770476255
SQ, 0.006366, 1776, 549770476255
HAT, 0.100810, 1776, 549770476255
MSarray_2, 0.466590, 1776, 549770476255
MSarray_3, 0.430365, 1776, 549770476255
MSarray_4, 1.028429, 1776, 549770476255
geo, 0.003668, 1792, 549770476255
mono, 0.004071, 1792, 549770476255
sliced, 0.011499, 1792, 549770476255
SQ, 0.006106, 1792, 549770476255
HAT, 0.088974, 1792, 549770476255
MSarray_2, 0.467079, 1792, 549770476255
MSarray_3, 0.401063, 1792, 549770476255
MSarray_4, 0.979881, 1792, 549770476255
geo, 0.004908, 1808, 549770476255
mono, 0.005423, 1808, 549770476255
sliced, 0.012543, 1808, 549770476255
SQ, 0.007422, 1808, 549770476255
HAT, 0.098140, 1808, 549770476255
MSarray_2, 0.408302, 1808, 549770476255
MSarray_3, 0.405383, 1808, 549770476255
MSarray_4, 1.024682, 1808, 549770476255
geo, 0.003667, 1824, 549770476255
mono, 0.006604, 1824, 549770476255
sliced, 0.006474, 1824, 549770476255
SQ, 0.005041, 1824, 549770476255
HAT, 0.111223, 1824, 549770476255
MSarray_2, 0.423655, 1824, 549770476255
MSarray_3, 0.432145, 1824, 549770476255
MSarray_4, 1.189261, 1824, 549770476255
geo, 0.003628, 1840, 549770476255
mono, 0.004643, 1840, 549770476255
sliced, 0.013101, 1840, 549770476255
SQ, 0.004000, 1840, 549770476255
HAT, 0.100275, 1840, 549770476255
MSarray_2, 0.505952, 1840, 549770476255
MSarray_3, 0.429715, 1840, 549770476255
MSarray_4, 1.058820, 1840, 549770476255
geo, 0.003613, 1856, 549770476255
mono, 0.003560, 1856, 549770476255
sliced, 0.006500, 1856, 549770476255
SQ, 0.004113, 1856, 549770476255
HAT, 0.121383, 1856, 549770476255
MSarray_2, 0.463231, 1856, 549770476255
MSarray_3, 0.438411, 1856, 549770476255
MSarray_4, 0.981511, 1856, 549770476255
geo, 0.003631, 1872, 549770476255
mono, 0.003562, 1872, 549770476255
sliced, 0.006395, 1872, 549770476255
SQ, 0.004031, 1872, 549770476255
HAT, 0.142807, 1872, 549770476255
MSarray_2, 0.476310, 1872, 549770476255
MSarray_3, 0.405510, 1872, 549770476255
MSarray_4, 0.948467, 1872, 549770476255
geo, 0.003619, 1888, 549770476255
mono, 0.003564, 1888, 549770476255
sliced, 0.006747, 1888, 549770476255
SQ, 0.004002, 1888, 549770476255
HAT, 0.131873, 1888, 549770476255
MSarray_2, 0.487095, 1888, 549770476255
MSarray_3, 0.424945, 1888, 549770476255
MSarray_4, 0.944837, 1888, 549770476255
geo, 0.003644, 1904, 549770476255
mono, 0.003562, 1904, 549770476255
sliced, 0.006640, 1904, 549770476255
SQ, 0.004040, 1904, 549770476255
HAT, 0.110988, 1904, 549770476255
MSarray_2, 0.464441, 1904, 549770476255
MSarray_3, 0.426034, 1904, 549770476255
MSarray_4, 1.004479, 1904, 549770476255
geo, 0.003597, 1920, 549770476255
mono, 0.003576, 1920, 549770476255
sliced, 0.006531, 1920, 549770476255
SQ, 0.004048, 1920, 549770476255
HAT, 0.110468, 1920, 549770476255
MSarray_2, 0.450972, 1920, 549770476255
MSarray_3, 0.427026, 1920, 549770476255
MSarray_4, 0.978051, 1920, 549770476255
geo, 0.003619, 1936, 549770476255
mono, 0.003562, 1936, 549770476255
sliced, 0.006108, 1936, 549770476255
SQ, 0.004002, 1936, 549770476255
HAT, 0.098850, 1936, 549770476255
MSarray_2, 0.511940, 1936, 549770476255
MSarray_3, 0.445378, 1936, 549770476255
MSarray_4, 1.011285, 1936, 549770476255
geo, 0.003624, 1952, 549770476255
mono, 0.003558, 1952, 549770476255
sliced, 0.006100, 1952, 549770476255
SQ, 0.004043, 1952, 549770476255
HAT, 0.103863, 1952, 549770476255
MSarray_2, 0.510902, 1952, 549770476255
MSarray_3, 0.459132, 1952, 549770476255
MSarray_4, 1.140044, 1952, 549770476255
geo, 0.003623, 1968, 549770476255
mono, 0.003572, 1968, 549770476255
sliced, 0.006601, 1968, 549770476255
SQ, 0.004025, 1968, 549770476255
HAT, 0.119698, 1968, 549770476255
MSarray_2, 0.561103, 1968, 549770476255
MSarray_3, 0.449262, 1968, 549770476255
MSarray_4, 1.146594, 1968, 549770476255
geo, 0.003633, 1984, 549770476255
mono, 0.003559, 1984, 549770476255
sliced, 0.006701, 1984, 549770476255
SQ, 0.004009, 1984, 549770476255
HAT, 0.136146, 1984, 549770476255
MSarray_2, 0.436073, 1984, 549770476255
MSarray_3, 0.435726, 1984, 549770476255
MSarray_4, 1.212568, 1984, 549770476255
geo, 0.003628, 2000, 549770476255
mono, 0.003559, 2000, 549770476255
sliced, 0.006725, 2000, 549770476255
SQ, 0.004130, 2000, 549770476255
HAT, 0.118775, 2000, 549770476255
MSarray_2, 0.503942, 2000, 549770476255
MSarray_3, 0.497085, 2000, 549770476255
MSarray_4, 1.219613, 2000, 549770476255
geo, 0.003637, 2016, 549770476255
mono, 0.003559, 2016, 549770476255
sliced, 0.006947, 2016, 549770476255
SQ, 0.004055, 2016, 549770476255
HAT, 0.129342, 2016, 549770476255
MSarray_2, 0.479944, 2016, 549770476255
MSarray_3, 0.470731, 2016, 549770476255
MSarray_4, 1.141963, 2016, 549770476255
geo, 0.003837, 2032, 549770476255
mono, 0.003590, 2032, 549770476255
sliced, 0.006926, 2032, 549770476255
SQ, 0.004149, 2032, 549770476255
HAT, 0.116602, 2032, 549770476255
MSarray_2, 0.512596, 2032, 549770476255
MSarray_3, 0.461967, 2032, 549770476255
MSarray_4, 1.174028, 2032, 549770476255
geo, 0.003632, 2048, 549770476255
mono, 0.003558, 2048, 549770476255
sliced, 0.006704, 2048, 549770476255
SQ, 0.004008, 2048, 549770476255
HAT, 0.112464, 2048, 549770476255
MSarray_2, 0.468730, 2048, 549770476255
MSarray_3, 0.534399, 2048, 549770476255
MSarray_4, 1.229300, 2048, 549770476255
geo, 0.005206, 16, 549770476255
mono, 0.003559, 16, 549770476255
sliced, 0.007340, 16, 549770476255
SQ, 0.005270, 16, 549770476255
HAT, 0.006555, 16, 549770476255
MSarray_2, 0.012657, 16, 549770476255
MSarray_3, 0.010058, 16, 549770476255
MSarray_4, 0.014479, 16, 549770476255
geo, 0.005210, 32, 549770476255
mono, 0.003560, 32, 549770476255
sliced, 0.006710, 32, 549770476255
SQ, 0.005292, 32, 549770476255
HAT, 0.009147, 32, 549770476255
MSarray_2, 0.017057, 32, 549770476255
MSarray_3, 0.012348, 32, 549770476255
MSarray_4, 0.019046, 32, 549770476255
geo, 0.005199, 48, 549770476255
mono, 0.003562, 48, 549770476255
sliced, 0.007709, 48, 549770476255
SQ, 0.005284, 48, 549770476255
HAT, 0.008689, 48, 549770476255
MSarray_2, 0.024436, 48, 549770476255
MSarray_3, 0.014580, 48, 549770476255
MSarray_4, 0.029261, 48, 549770476255
geo, 0.005200, 64, 549770476255
mono, 0.003561, 64, 549770476255
sliced, 0.006424, 64, 549770476255
SQ, 0.005281, 64, 549770476255
HAT, 0.010368, 64, 549770476255
MSarray_2, 0.019803, 64, 549770476255
MSarray_3, 0.017055, 64, 549770476255
MSarray_4, 0.034022, 64, 549770476255
geo, 0.005197, 80, 549770476255
mono, 0.003560, 80, 549770476255
sliced, 0.006429, 80, 549770476255
SQ, 0.005269, 80, 549770476255
HAT, 0.010403, 80, 549770476255
MSarray_2, 0.033623, 80, 549770476255
MSarray_3, 0.023251, 80, 549770476255
MSarray_4, 0.047678, 80, 549770476255
geo, 0.005191, 96, 549770476255
mono, 0.003563, 96, 549770476255
sliced, 0.006456, 96, 549770476255
SQ, 0.005275, 96, 549770476255
HAT, 0.011273, 96, 549770476255
MSarray_2, 0.028657, 96, 549770476255
MSarray_3, 0.022322, 96, 549770476255
MSarray_4, 0.050197, 96, 549770476255
geo, 0.005198, 112, 549770476255
mono, 0.003558, 112, 549770476255
sliced, 0.006467, 112, 549770476255
SQ, 0.005279, 112, 549770476255
HAT, 0.012295, 112, 549770476255
MSarray_2, 0.031175, 112, 549770476255
MSarray_3, 0.024225, 112, 549770476255
MSarray_4, 0.057102, 112, 549770476255
geo, 0.003586, 128, 549770476255
mono, 0.003558, 128, 549770476255
sliced, 0.004947, 128, 549770476255
SQ, 0.003925, 128, 549770476255
HAT, 0.010664, 128, 549770476255
MSarray_2, 0.031752, 128, 549770476255
MSarray_3, 0.024479, 128, 549770476255
MSarray_4, 0.065330, 128, 549770476255
geo, 0.003579, 144, 549770476255
mono, 0.003560, 144, 549770476255
sliced, 0.004891, 144, 549770476255
SQ, 0.003834, 144, 549770476255
HAT, 0.012547, 144, 549770476255
MSarray_2, 0.048424, 144, 549770476255
MSarray_3, 0.027965, 144, 549770476255
MSarray_4, 0.066303, 144, 549770476255
geo, 0.003577, 160, 549770476255
mono, 0.003560, 160, 549770476255
sliced, 0.004907, 160, 549770476255
SQ, 0.003827, 160, 549770476255
HAT, 0.012563, 160, 549770476255
MSarray_2, 0.037284, 160, 549770476255
MSarray_3, 0.029466, 160, 549770476255
MSarray_4, 0.071839, 160, 549770476255
geo, 0.003592, 176, 549770476255
mono, 0.003633, 176, 549770476255
sliced, 0.004956, 176, 549770476255
SQ, 0.003827, 176, 549770476255
HAT, 0.013579, 176, 549770476255
MSarray_2, 0.039557, 176, 549770476255
MSarray_3, 0.031838, 176, 549770476255
MSarray_4, 0.084402, 176, 549770476255
geo, 0.003585, 192, 549770476255
mono, 0.003571, 192, 549770476255
sliced, 0.005076, 192, 549770476255
SQ, 0.003842, 192, 549770476255
HAT, 0.013202, 192, 549770476255
MSarray_2, 0.040256, 192, 549770476255
MSarray_3, 0.033420, 192, 549770476255
MSarray_4, 0.092205, 192, 549770476255
geo, 0.003586, 208, 549770476255
mono, 0.003561, 208, 549770476255
sliced, 0.005010, 208, 549770476255
SQ, 0.003941, 208, 549770476255
HAT, 0.015758, 208, 549770476255
MSarray_2, 0.049689, 208, 549770476255
MSarray_3, 0.037336, 208, 549770476255
MSarray_4, 0.096562, 208, 549770476255
geo, 0.003585, 224, 549770476255
mono, 0.003562, 224, 549770476255
sliced, 0.005088, 224, 549770476255
SQ, 0.003833, 224, 549770476255
HAT, 0.017797, 224, 549770476255
MSarray_2, 0.066311, 224, 549770476255
MSarray_3, 0.040989, 224, 549770476255
MSarray_4, 0.103788, 224, 549770476255
geo, 0.003767, 240, 549770476255
mono, 0.003558, 240, 549770476255
sliced, 0.005203, 240, 549770476255
SQ, 0.003970, 240, 549770476255
HAT, 0.015835, 240, 549770476255
MSarray_2, 0.055720, 240, 549770476255
MSarray_3, 0.042573, 240, 549770476255
MSarray_4, 0.111721, 240, 549770476255
geo, 0.003620, 256, 549770476255
mono, 0.003561, 256, 549770476255
sliced, 0.005075, 256, 549770476255
SQ, 0.003829, 256, 549770476255
HAT, 0.016412, 256, 549770476255
MSarray_2, 0.053993, 256, 549770476255
MSarray_3, 0.041753, 256, 549770476255
MSarray_4, 0.113666, 256, 549770476255
geo, 0.003611, 272, 549770476255
mono, 0.003560, 272, 549770476255
sliced, 0.005016, 272, 549770476255
SQ, 0.003844, 272, 549770476255
HAT, 0.019703, 272, 549770476255
MSarray_2, 0.064399, 272, 549770476255
MSarray_3, 0.046614, 272, 549770476255
MSarray_4, 0.152098, 272, 549770476255
geo, 0.003593, 288, 549770476255
mono, 0.003559, 288, 549770476255
sliced, 0.005027, 288, 549770476255
SQ, 0.003844, 288, 549770476255
HAT, 0.019662, 288, 549770476255
MSarray_2, 0.092203, 288, 549770476255
MSarray_3, 0.064310, 288, 549770476255
MSarray_4, 0.140700, 288, 549770476255
geo, 0.003593, 304, 549770476255
mono, 0.003560, 304, 549770476255
sliced, 0.005078, 304, 549770476255
SQ, 0.003859, 304, 549770476255
HAT, 0.021914, 304, 549770476255
MSarray_2, 0.070405, 304, 549770476255
MSarray_3, 0.058754, 304, 549770476255
MSarray_4, 0.162304, 304, 549770476255
geo, 0.003573, 320, 549770476255
mono, 0.003560, 320, 549770476255
sliced, 0.005061, 320, 549770476255
SQ, 0.003844, 320, 549770476255
HAT, 0.021443, 320, 549770476255
MSarray_2, 0.063929, 320, 549770476255
MSarray_3, 0.055085, 320, 549770476255
MSarray_4, 0.165216, 320, 549770476255
geo, 0.003585, 336, 549770476255
mono, 0.003569, 336, 549770476255
sliced, 0.005091, 336, 549770476255
SQ, 0.003835, 336, 549770476255
HAT, 0.020857, 336, 549770476255
MSarray_2, 0.075261, 336, 549770476255
MSarray_3, 0.055766, 336, 549770476255
MSarray_4, 0.189962, 336, 549770476255
geo, 0.003583, 352, 549770476255
mono, 0.003579, 352, 549770476255
sliced, 0.005170, 352, 549770476255
SQ, 0.003840, 352, 549770476255
HAT, 0.020936, 352, 549770476255
MSarray_2, 0.076299, 352, 549770476255
MSarray_3, 0.062709, 352, 549770476255
MSarray_4, 0.193133, 352, 549770476255
geo, 0.003583, 368, 549770476255
mono, 0.003562, 368, 549770476255
sliced, 0.005179, 368, 549770476255
SQ, 0.003867, 368, 549770476255
HAT, 0.023034, 368, 549770476255
MSarray_2, 0.091076, 368, 549770476255
MSarray_3, 0.070104, 368, 549770476255
MSarray_4, 0.186196, 368, 549770476255
geo, 0.003593, 384, 549770476255
mono, 0.003570, 384, 549770476255
sliced, 0.005147, 384, 549770476255
SQ, 0.003846, 384, 549770476255
HAT, 0.024062, 384, 549770476255
MSarray_2, 0.077063, 384, 549770476255
MSarray_3, 0.068797, 384, 549770476255
MSarray_4, 0.197294, 384, 549770476255
geo, 0.003657, 400, 549770476255
mono, 0.003581, 400, 549770476255
sliced, 0.005120, 400, 549770476255
SQ, 0.003875, 400, 549770476255
HAT, 0.023307, 400, 549770476255
MSarray_2, 0.099269, 400, 549770476255
MSarray_3, 0.075038, 400, 549770476255
MSarray_4, 0.223182, 400, 549770476255
geo, 0.003583, 416, 549770476255
mono, 0.003560, 416, 549770476255
sliced, 0.005114, 416, 549770476255
SQ, 0.003849, 416, 549770476255
HAT, 0.025477, 416, 549770476255
MSarray_2, 0.090517, 416, 549770476255
MSarray_3, 0.069175, 416, 549770476255
MSarray_4, 0.225796, 416, 549770476255
geo, 0.003588, 432, 549770476255
mono, 0.003561, 432, 549770476255
sliced, 0.005176, 432, 549770476255
SQ, 0.003865, 432, 549770476255
HAT, 0.025863, 432, 549770476255
MSarray_2, 0.091963, 432, 549770476255
MSarray_3, 0.085634, 432, 549770476255
MSarray_4, 0.242818, 432, 549770476255
geo, 0.003572, 448, 549770476255
mono, 0.003560, 448, 549770476255
sliced, 0.005573, 448, 549770476255
SQ, 0.003841, 448, 549770476255
HAT, 0.026058, 448, 549770476255
MSarray_2, 0.110885, 448, 549770476255
MSarray_3, 0.075543, 448, 549770476255
MSarray_4, 0.252704, 448, 549770476255
geo, 0.003584, 464, 549770476255
mono, 0.003576, 464, 549770476255
sliced, 0.005215, 464, 549770476255
SQ, 0.003965, 464, 549770476255
HAT, 0.029610, 464, 549770476255
MSarray_2, 0.112664, 464, 549770476255
MSarray_3, 0.070535, 464, 549770476255
MSarray_4, 0.251481, 464, 549770476255
geo, 0.003584, 480, 549770476255
mono, 0.003559, 480, 549770476255
sliced, 0.005421, 480, 549770476255
SQ, 0.003864, 480, 549770476255
HAT, 0.030140, 480, 549770476255
MSarray_2, 0.099508, 480, 549770476255
MSarray_3, 0.079024, 480, 549770476255
MSarray_4, 0.230621, 480, 549770476255
geo, 0.005733, 496, 549770476255
mono, 0.003564, 496, 549770476255
sliced, 0.005389, 496, 549770476255
SQ, 0.003984, 496, 549770476255
HAT, 0.027606, 496, 549770476255
MSarray_2, 0.134017, 496, 549770476255
MSarray_3, 0.074188, 496, 549770476255
MSarray_4, 0.255574, 496, 549770476255
geo, 0.003574, 512, 549770476255
mono, 0.003560, 512, 549770476255
sliced, 0.005364, 512, 549770476255
SQ, 0.003853, 512, 549770476255
HAT, 0.027143, 512, 549770476255
MSarray_2, 0.179112, 512, 549770476255
MSarray_3, 0.079029, 512, 549770476255
MSarray_4, 0.264257, 512, 549770476255
geo, 0.003610, 528, 549770476255
mono, 0.003560, 528, 549770476255
sliced, 0.005243, 528, 549770476255
SQ, 0.004193, 528, 549770476255
HAT, 0.036168, 528, 549770476255
MSarray_2, 0.119226, 528, 549770476255
MSarray_3, 0.099662, 528, 549770476255
MSarray_4, 0.224839, 528, 549770476255
geo, 0.003616, 544, 549770476255
mono, 0.003568, 544, 549770476255
sliced, 0.005553, 544, 549770476255
SQ, 0.003864, 544, 549770476255
HAT, 0.030542, 544, 549770476255
MSarray_2, 0.149901, 544, 549770476255
MSarray_3, 0.133464, 544, 549770476255
MSarray_4, 0.244607, 544, 549770476255
geo, 0.003577, 560, 549770476255
mono, 0.003559, 560, 549770476255
sliced, 0.005267, 560, 549770476255
SQ, 0.003862, 560, 549770476255
HAT, 0.034860, 560, 549770476255
MSarray_2, 0.171757, 560, 549770476255
MSarray_3, 0.130810, 560, 549770476255
MSarray_4, 0.247683, 560, 549770476255
geo, 0.003588, 576, 549770476255
mono, 0.003566, 576, 549770476255
sliced, 0.005434, 576, 549770476255
SQ, 0.003872, 576, 549770476255
HAT, 0.050565, 576, 549770476255
MSarray_2, 0.145035, 576, 549770476255
MSarray_3, 0.097612, 576, 549770476255
MSarray_4, 0.230695, 576, 549770476255
geo, 0.003573, 592, 549770476255
mono, 0.003560, 592, 549770476255
sliced, 0.005347, 592, 549770476255
SQ, 0.003859, 592, 549770476255
HAT, 0.034695, 592, 549770476255
MSarray_2, 0.130004, 592, 549770476255
MSarray_3, 0.106272, 592, 549770476255
MSarray_4, 0.246151, 592, 549770476255
geo, 0.003591, 608, 549770476255
mono, 0.003559, 608, 549770476255
sliced, 0.005328, 608, 549770476255
SQ, 0.003859, 608, 549770476255
HAT, 0.033226, 608, 549770476255
MSarray_2, 0.148713, 608, 549770476255
MSarray_3, 0.127927, 608, 549770476255
MSarray_4, 0.256596, 608, 549770476255
geo, 0.006656, 624, 549770476255
mono, 0.003560, 624, 549770476255
sliced, 0.005381, 624, 549770476255
SQ, 0.003898, 624, 549770476255
HAT, 0.035489, 624, 549770476255
MSarray_2, 0.151282, 624, 549770476255
MSarray_3, 0.124530, 624, 549770476255
MSarray_4, 0.263328, 624, 549770476255
geo, 0.003585, 640, 549770476255
mono, 0.003561, 640, 549770476255
sliced, 0.005419, 640, 549770476255
SQ, 0.003874, 640, 549770476255
HAT, 0.038682, 640, 549770476255
MSarray_2, 0.171151, 640, 549770476255
MSarray_3, 0.107754, 640, 549770476255
MSarray_4, 0.259032, 640, 549770476255
geo, 0.003664, 656, 549770476255
mono, 0.003565, 656, 549770476255
sliced, 0.005370, 656, 549770476255
SQ, 0.004048, 656, 549770476255
HAT, 0.054925, 656, 549770476255
MSarray_2, 0.168335, 656, 549770476255
MSarray_3, 0.148546, 656, 549770476255
MSarray_4, 0.279939, 656, 549770476255
geo, 0.003599, 672, 549770476255
mono, 0.003610, 672, 549770476255
sliced, 0.005366, 672, 549770476255
SQ, 0.003870, 672, 549770476255
HAT, 0.043475, 672, 549770476255
MSarray_2, 0.177903, 672, 549770476255
MSarray_3, 0.117812, 672, 549770476255
MSarray_4, 0.287955, 672, 549770476255
geo, 0.003599, 688, 549770476255
mono, 0.003560, 688, 549770476255
sliced, 0.005437, 688, 549770476255
SQ, 0.003910, 688, 549770476255
HAT, 0.041823, 688, 549770476255
MSarray_2, 0.176112, 688, 549770476255
MSarray_3, 0.120422, 688, 549770476255
MSarray_4, 0.273812, 688, 549770476255
geo, 0.003584, 704, 549770476255
mono, 0.003571, 704, 549770476255
sliced, 0.005523, 704, 549770476255
SQ, 0.003921, 704, 549770476255
HAT, 0.045966, 704, 549770476255
MSarray_2, 0.161979, 704, 549770476255
MSarray_3, 0.118893, 704, 549770476255
