array_type,time,element_size
SQ, 0.032773, 1248
HAT, 0.026287, 1248
MSarray_2, 0.013860, 1248
MSarray_3, 0.044959, 1248
MSarray_4, 0.092168, 1248
base, 0.028025, 1264
mono, 0.030184, 1264
sliced, 0.031634, 1264
SQ, 0.033060, 1264
HAT, 0.027697, 1264
MSarray_2, 0.013153, 1264
MSarray_3, 0.048013, 1264
MSarray_4, 0.092826, 1264
base, 0.027230, 1280
mono, 0.029297, 1280
sliced, 0.030465, 1280
SQ, 0.033329, 1280
HAT, 0.025706, 1280
MSarray_2, 0.013510, 1280
MSarray_3, 0.042266, 1280
MSarray_4, 0.093165, 1280
base, 0.028575, 1296
mono, 0.029930, 1296
sliced, 0.031743, 1296
SQ, 0.040164, 1296
HAT, 0.026391, 1296
MSarray_2, 0.014009, 1296
MSarray_3, 0.046326, 1296
MSarray_4, 0.097812, 1296
base, 0.030643, 1312
mono, 0.026768, 1312
sliced, 0.035308, 1312
SQ, 0.034602, 1312
HAT, 0.026439, 1312
MSarray_2, 0.013832, 1312
MSarray_3, 0.049499, 1312
MSarray_4, 0.100911, 1312
base, 0.030233, 1328
mono, 0.028075, 1328
sliced, 0.030108, 1328
SQ, 0.034583, 1328
HAT, 0.026547, 1328
MSarray_2, 0.013462, 1328
MSarray_3, 0.053559, 1328
MSarray_4, 0.092109, 1328
base, 0.027577, 1344
mono, 0.028963, 1344
sliced, 0.030847, 1344
SQ, 0.032804, 1344
HAT, 0.026856, 1344
MSarray_2, 0.013747, 1344
MSarray_3, 0.040844, 1344
MSarray_4, 0.096568, 1344
base, 0.028515, 1360
mono, 0.029921, 1360
sliced, 0.033557, 1360
SQ, 0.035113, 1360
HAT, 0.032461, 1360
MSarray_2, 0.014327, 1360
MSarray_3, 0.046071, 1360
MSarray_4, 0.096273, 1360
base, 0.028665, 1376
mono, 0.030316, 1376
sliced, 0.032136, 1376
SQ, 0.042770, 1376
HAT, 0.027231, 1376
MSarray_2, 0.013732, 1376
MSarray_3, 0.056429, 1376
MSarray_4, 0.095560, 1376
base, 0.030166, 1392
mono, 0.030240, 1392
sliced, 0.032333, 1392
SQ, 0.034116, 1392
HAT, 0.029466, 1392
