array_type,time,element_size
HAT, 0.075928, 1248
MSarray_2, 0.059113, 1248
MSarray_3, 0.101787, 1248
MSarray_4, 0.135194, 1248
base, 0.075829, 1264
mono, 0.075256, 1264
sliced, 0.076362, 1264
SQ, 0.076958, 1264
HAT, 0.078310, 1264
MSarray_2, 0.063884, 1264
MSarray_3, 0.107165, 1264
MSarray_4, 0.141582, 1264
base, 0.081317, 1280
mono, 0.082163, 1280
sliced, 0.076923, 1280
SQ, 0.075964, 1280
HAT, 0.081693, 1280
MSarray_2, 0.060044, 1280
MSarray_3, 0.107174, 1280
MSarray_4, 0.145321, 1280
base, 0.078115, 1296
mono, 0.078820, 1296
sliced, 0.080983, 1296
SQ, 0.081122, 1296
HAT, 0.083265, 1296
MSarray_2, 0.067011, 1296
MSarray_3, 0.110260, 1296
MSarray_4, 0.147448, 1296
base, 0.078602, 1312
mono, 0.079191, 1312
sliced, 0.080217, 1312
SQ, 0.081123, 1312
HAT, 0.081703, 1312
MSarray_2, 0.061925, 1312
MSarray_3, 0.109761, 1312
MSarray_4, 0.149437, 1312
base, 0.079707, 1328
mono, 0.081468, 1328
sliced, 0.082148, 1328
SQ, 0.082864, 1328
HAT, 0.084361, 1328
MSarray_2, 0.065089, 1328
MSarray_3, 0.109484, 1328
MSarray_4, 0.155080, 1328
base, 0.080978, 1344
mono, 0.082972, 1344
sliced, 0.082394, 1344
SQ, 0.082796, 1344
HAT, 0.084200, 1344
MSarray_2, 0.067638, 1344
MSarray_3, 0.113030, 1344
MSarray_4, 0.154894, 1344
base, 0.082198, 1360
mono, 0.083964, 1360
sliced, 0.084893, 1360
SQ, 0.084797, 1360
HAT, 0.086713, 1360
MSarray_2, 0.066215, 1360
MSarray_3, 0.116271, 1360
MSarray_4, 0.155976, 1360
base, 0.082412, 1376
mono, 0.085466, 1376
sliced, 0.084335, 1376
SQ, 0.086089, 1376
HAT, 0.086431, 1376
MSarray_2, 0.064621, 1376
MSarray_3, 0.119267, 1376
MSarray_4, 0.159109, 1376
base, 0.084874, 1392
mono, 0.085684, 1392
sliced, 0.086304, 1392
SQ, 0.087283, 1392
HAT, 0.089115, 1392
MSarray_2, 0.067772, 1392
MSarray_3, 0.120210, 1392
MSarray_4, 0.161926, 1392
base, 0.084876, 1408
mono, 0.085361, 1408
sliced, 0.086055, 1408
SQ, 0.086294, 1408
HAT, 0.088290, 1408
MSarray_2, 0.067297, 1408
MSarray_3, 0.121073, 1408
MSarray_4, 0.163307, 1408
base, 0.087474, 1424
mono, 0.087570, 1424
sliced, 0.089211, 1424
SQ, 0.089400, 1424
HAT, 0.091021, 1424
MSarray_2, 0.068912, 1424
MSarray_3, 0.124116, 1424
MSarray_4, 0.165887, 1424
base, 0.088348, 1440
mono, 0.088364, 1440
sliced, 0.089196, 1440
SQ, 0.090852, 1440
HAT, 0.090725, 1440
MSarray_2, 0.072416, 1440
MSarray_3, 0.123320, 1440
MSarray_4, 0.168266, 1440
base, 0.088859, 1456
mono, 0.089141, 1456
sliced, 0.091384, 1456
SQ, 0.091873, 1456
HAT, 0.092239, 1456
MSarray_2, 0.071736, 1456
MSarray_3, 0.124464, 1456
MSarray_4, 0.170797, 1456
base, 0.088987, 1472
mono, 0.090334, 1472
sliced, 0.091471, 1472
SQ, 0.090759, 1472
HAT, 0.091981, 1472
MSarray_2, 0.071142, 1472
MSarray_3, 0.125782, 1472
MSarray_4, 0.172101, 1472
base, 0.091646, 1488
mono, 0.092131, 1488
sliced, 0.092992, 1488
SQ, 0.094327, 1488
HAT, 0.095828, 1488
MSarray_2, 0.074800, 1488
MSarray_3, 0.130260, 1488
MSarray_4, 0.174359, 1488
base, 0.092992, 1504
mono, 0.092839, 1504
sliced, 0.094202, 1504
SQ, 0.094940, 1504
HAT, 0.095317, 1504
MSarray_2, 0.071618, 1504
MSarray_3, 0.124490, 1504
MSarray_4, 0.177309, 1504
base, 0.096696, 1520
mono, 0.094528, 1520
sliced, 0.094978, 1520
SQ, 0.097259, 1520
HAT, 0.098420, 1520
MSarray_2, 0.073212, 1520
MSarray_3, 0.125631, 1520
MSarray_4, 0.179352, 1520
base, 0.091971, 1536
mono, 0.093193, 1536
sliced, 0.094321, 1536
SQ, 0.093391, 1536
HAT, 0.096426, 1536
MSarray_2, 0.075383, 1536
MSarray_3, 0.125901, 1536
MSarray_4, 0.176516, 1536
base, 0.096495, 1552
mono, 0.097038, 1552
sliced, 0.101711, 1552
SQ, 0.099730, 1552
HAT, 0.099504, 1552
MSarray_2, 0.078142, 1552
MSarray_3, 0.128355, 1552
MSarray_4, 0.182769, 1552
base, 0.096505, 1568
mono, 0.097664, 1568
sliced, 0.098835, 1568
SQ, 0.099113, 1568
HAT, 0.099719, 1568
MSarray_2, 0.075687, 1568
MSarray_3, 0.131026, 1568
MSarray_4, 0.184314, 1568
base, 0.097827, 1584
mono, 0.101804, 1584
sliced, 0.099874, 1584
SQ, 0.099808, 1584
HAT, 0.102038, 1584
MSarray_2, 0.078881, 1584
MSarray_3, 0.133010, 1584
MSarray_4, 0.185839, 1584
base, 0.097579, 1600
mono, 0.099283, 1600
sliced, 0.100551, 1600
SQ, 0.100703, 1600
HAT, 0.100892, 1600
MSarray_2, 0.079483, 1600
MSarray_3, 0.134542, 1600
MSarray_4, 0.189248, 1600
base, 0.099243, 1616
mono, 0.100657, 1616
sliced, 0.103578, 1616
SQ, 0.105813, 1616
HAT, 0.104697, 1616
MSarray_2, 0.075948, 1616
MSarray_3, 0.139493, 1616
MSarray_4, 0.190682, 1616
base, 0.100811, 1632
mono, 0.104276, 1632
sliced, 0.103954, 1632
SQ, 0.103934, 1632
HAT, 0.103711, 1632
MSarray_2, 0.077236, 1632
MSarray_3, 0.137591, 1632
MSarray_4, 0.194092, 1632
base, 0.103338, 1648
mono, 0.104071, 1648
sliced, 0.105486, 1648
SQ, 0.106171, 1648
HAT, 0.107336, 1648
MSarray_2, 0.082271, 1648
MSarray_3, 0.139157, 1648
MSarray_4, 0.199985, 1648
base, 0.103726, 1664
mono, 0.103904, 1664
sliced, 0.104297, 1664
SQ, 0.107743, 1664
HAT, 0.105889, 1664
MSarray_2, 0.077602, 1664
MSarray_3, 0.141443, 1664
MSarray_4, 0.198997, 1664
base, 0.106597, 1680
mono, 0.105950, 1680
sliced, 0.107814, 1680
SQ, 0.108223, 1680
HAT, 0.109199, 1680
MSarray_2, 0.085678, 1680
MSarray_3, 0.145004, 1680
MSarray_4, 0.203436, 1680
base, 0.105390, 1696
mono, 0.107574, 1696
sliced, 0.107755, 1696
SQ, 0.108417, 1696
HAT, 0.108939, 1696
MSarray_2, 0.085404, 1696
MSarray_3, 0.145420, 1696
MSarray_4, 0.201942, 1696
base, 0.106684, 1712
mono, 0.109121, 1712
sliced, 0.109906, 1712
SQ, 0.111222, 1712
HAT, 0.111561, 1712
MSarray_2, 0.084703, 1712
MSarray_3, 0.149801, 1712
MSarray_4, 0.206302, 1712
base, 0.107901, 1728
mono, 0.107865, 1728
sliced, 0.110426, 1728
SQ, 0.110483, 1728
HAT, 0.112144, 1728
MSarray_2, 0.087005, 1728
MSarray_3, 0.149152, 1728
MSarray_4, 0.212493, 1728
base, 0.109980, 1744
mono, 0.111234, 1744
sliced, 0.112395, 1744
SQ, 0.115103, 1744
HAT, 0.114260, 1744
MSarray_2, 0.083160, 1744
MSarray_3, 0.148045, 1744
MSarray_4, 0.216797, 1744
base, 0.113203, 1760
mono, 0.111293, 1760
sliced, 0.114296, 1760
SQ, 0.117971, 1760
HAT, 0.113860, 1760
MSarray_2, 0.088817, 1760
MSarray_3, 0.150263, 1760
MSarray_4, 0.220806, 1760
base, 0.112405, 1776
mono, 0.114166, 1776
sliced, 0.119922, 1776
SQ, 0.116408, 1776
HAT, 0.116697, 1776
MSarray_2, 0.084423, 1776
MSarray_3, 0.150953, 1776
MSarray_4, 0.222706, 1776
base, 0.114443, 1792
mono, 0.116096, 1792
sliced, 0.116804, 1792
SQ, 0.117137, 1792
HAT, 0.115648, 1792
MSarray_2, 0.088319, 1792
MSarray_3, 0.152695, 1792
MSarray_4, 0.228465, 1792
base, 0.119926, 1808
mono, 0.120306, 1808
sliced, 0.121275, 1808
SQ, 0.122608, 1808
HAT, 0.120533, 1808
MSarray_2, 0.087312, 1808
MSarray_3, 0.161070, 1808
MSarray_4, 0.238379, 1808
base, 0.118753, 1824
mono, 0.121667, 1824
sliced, 0.124301, 1824
SQ, 0.122147, 1824
HAT, 0.117902, 1824
MSarray_2, 0.092353, 1824
MSarray_3, 0.162467, 1824
MSarray_4, 0.245387, 1824
base, 0.121641, 1840
mono, 0.121662, 1840
sliced, 0.126051, 1840
SQ, 0.124082, 1840
HAT, 0.121265, 1840
MSarray_2, 0.093981, 1840
MSarray_3, 0.165515, 1840
MSarray_4, 0.265602, 1840
base, 0.120950, 1856
mono, 0.126118, 1856
sliced, 0.126365, 1856
SQ, 0.124613, 1856
HAT, 0.121093, 1856
MSarray_2, 0.094759, 1856
MSarray_3, 0.167853, 1856
MSarray_4, 0.273124, 1856
base, 0.126299, 1872
mono, 0.127319, 1872
sliced, 0.132616, 1872
SQ, 0.128305, 1872
HAT, 0.124074, 1872
MSarray_2, 0.092170, 1872
MSarray_3, 0.169970, 1872
MSarray_4, 0.273331, 1872
base, 0.125472, 1888
