array_type,time,element_size
base, 2.127460, 1616
mono, 2.160501, 1616
sliced, 2.197472, 1616
SQ, 2.211731, 1616
HAT, 2.175209, 1616
MSarray_2, 2.286184, 1616
MSarray_3, 2.379965, 1616
MSarray_4, 2.404888, 1616
base, 2.103712, 1632
mono, 2.191728, 1632
sliced, 2.203933, 1632
SQ, 2.243482, 1632
HAT, 2.188435, 1632
MSarray_2, 2.307306, 1632
MSarray_3, 2.389996, 1632
MSarray_4, 2.419329, 1632
base, 2.163270, 1648
mono, 2.198694, 1648
sliced, 2.362950, 1648
SQ, 2.249223, 1648
HAT, 2.229915, 1648
MSarray_2, 2.330503, 1648
MSarray_3, 2.419066, 1648
MSarray_4, 2.456555, 1648
base, 2.147804, 1664
mono, 2.231147, 1664
sliced, 2.241357, 1664
SQ, 2.254095, 1664
HAT, 2.221315, 1664
MSarray_2, 2.335965, 1664
MSarray_3, 2.428354, 1664
MSarray_4, 2.455278, 1664
base, 2.177526, 1680
mono, 2.246726, 1680
sliced, 2.264235, 1680
SQ, 2.294406, 1680
HAT, 2.264548, 1680
MSarray_2, 2.361426, 1680
MSarray_3, 2.451392, 1680
MSarray_4, 2.493538, 1680
base, 2.174232, 1696
mono, 2.257909, 1696
sliced, 2.280835, 1696
SQ, 2.299124, 1696
HAT, 2.264538, 1696
MSarray_2, 2.377671, 1696
MSarray_3, 2.455975, 1696
MSarray_4, 2.496330, 1696
base, 2.202803, 1712
mono, 2.296390, 1712
sliced, 2.300922, 1712
SQ, 2.326152, 1712
HAT, 2.299295, 1712
MSarray_2, 2.404568, 1712
MSarray_3, 2.493512, 1712
MSarray_4, 2.525685, 1712
base, 2.225513, 1728
mono, 2.283931, 1728
sliced, 2.328016, 1728
SQ, 2.325459, 1728
HAT, 2.302758, 1728
MSarray_2, 2.407993, 1728
MSarray_3, 2.504001, 1728
MSarray_4, 2.612196, 1728
base, 2.430140, 1744
mono, 2.285731, 1744
sliced, 2.416188, 1744
SQ, 2.376446, 1744
HAT, 2.347114, 1744
MSarray_2, 2.441981, 1744
MSarray_3, 2.533563, 1744
MSarray_4, 2.612700, 1744
base, 2.262680, 1760
mono, 2.327882, 1760
sliced, 2.354262, 1760
SQ, 2.376635, 1760
HAT, 2.348997, 1760
MSarray_2, 2.471633, 1760
MSarray_3, 2.543004, 1760
MSarray_4, 2.596563, 1760
base, 2.292287, 1776
mono, 2.339703, 1776
sliced, 2.374491, 1776
SQ, 2.413829, 1776
HAT, 2.386273, 1776
MSarray_2, 2.477659, 1776
MSarray_3, 2.575321, 1776
MSarray_4, 2.631642, 1776
base, 2.309139, 1792
mono, 2.379012, 1792
sliced, 2.415959, 1792
SQ, 2.454820, 1792
HAT, 2.388386, 1792
MSarray_2, 2.500487, 1792
MSarray_3, 2.597572, 1792
MSarray_4, 2.672802, 1792
base, 2.340219, 1808
mono, 2.404504, 1808
sliced, 2.425837, 1808
SQ, 2.475902, 1808
HAT, 2.409060, 1808
MSarray_2, 2.539938, 1808
MSarray_3, 2.627327, 1808
MSarray_4, 2.693756, 1808
base, 2.347050, 1824
mono, 2.416013, 1824
sliced, 2.436414, 1824
SQ, 2.452719, 1824
HAT, 2.429831, 1824
MSarray_2, 2.584917, 1824
MSarray_3, 2.628838, 1824
MSarray_4, 2.705964, 1824
base, 2.366446, 1840
mono, 2.441139, 1840
sliced, 2.474177, 1840
SQ, 2.489911, 1840
HAT, 2.463373, 1840
MSarray_2, 2.602800, 1840
MSarray_3, 2.655554, 1840
MSarray_4, 2.722585, 1840
base, 2.382862, 1856
mono, 2.451502, 1856
sliced, 2.471209, 1856
SQ, 2.489257, 1856
HAT, 2.463024, 1856
MSarray_2, 2.589377, 1856
MSarray_3, 2.668149, 1856
MSarray_4, 2.813680, 1856
base, 2.406030, 1872
mono, 2.484321, 1872
sliced, 2.517061, 1872
SQ, 2.542686, 1872
HAT, 2.502528, 1872
MSarray_2, 2.607664, 1872
MSarray_3, 2.696668, 1872
MSarray_4, 2.773607, 1872
base, 2.433473, 1888
mono, 2.496212, 1888
sliced, 2.517312, 1888
SQ, 2.545607, 1888
HAT, 2.509563, 1888
MSarray_2, 2.605447, 1888
MSarray_3, 2.711257, 1888
MSarray_4, 2.873163, 1888
base, 2.441902, 1904
mono, 2.553577, 1904
sliced, 2.547282, 1904
SQ, 2.581474, 1904
HAT, 2.551443, 1904
MSarray_2, 2.636942, 1904
MSarray_3, 2.782269, 1904
MSarray_4, 2.914774, 1904
base, 2.470348, 1920
mono, 2.542261, 1920
sliced, 2.605856, 1920
SQ, 2.585503, 1920
HAT, 2.551010, 1920
MSarray_2, 2.666723, 1920
MSarray_3, 2.758393, 1920
MSarray_4, 3.176569, 1920
base, 2.478139, 1936
mono, 2.543874, 1936
sliced, 2.590708, 1936
SQ, 2.595637, 1936
HAT, 2.574048, 1936
MSarray_2, 2.691803, 1936
MSarray_3, 2.748170, 1936
MSarray_4, 3.008802, 1936
base, 2.494811, 1952
mono, 2.586014, 1952
sliced, 2.616781, 1952
SQ, 2.636732, 1952
HAT, 2.587289, 1952
MSarray_2, 2.721636, 1952
MSarray_3, 2.792787, 1952
MSarray_4, 2.964500, 1952
base, 2.521863, 1968
mono, 2.621278, 1968
sliced, 2.637678, 1968
