array_type,time,element_size
MSarray_3, 0.279949, 960
MSarray_4, 0.432577, 960
geo, 0.178525, 960
base, 0.125668, 976
mono, 0.178318, 976
sliced, 0.183053, 976
SQ, 0.176721, 976
HAT, 0.194792, 976
MSarray_2, 0.246840, 976
MSarray_3, 0.270362, 976
MSarray_4, 0.440401, 976
geo, 0.181184, 976
base, 0.113268, 992
mono, 0.180690, 992
sliced, 0.181491, 992
SQ, 0.180665, 992
HAT, 0.196161, 992
MSarray_2, 0.233621, 992
MSarray_3, 0.304619, 992
MSarray_4, 0.449559, 992
geo, 0.182192, 992
base, 0.131622, 1008
mono, 0.184346, 1008
sliced, 0.186456, 1008
SQ, 0.181212, 1008
HAT, 0.194159, 1008
MSarray_2, 0.256530, 1008
MSarray_3, 0.322930, 1008
MSarray_4, 0.458677, 1008
geo, 0.185724, 1008
base, 0.123157, 1024
mono, 0.183058, 1024
sliced, 0.174801, 1024
SQ, 0.182014, 1024
HAT, 0.201617, 1024
MSarray_2, 0.254784, 1024
MSarray_3, 0.331055, 1024
MSarray_4, 0.469278, 1024
geo, 0.186283, 1024
base, 0.133222, 1040
mono, 0.188393, 1040
sliced, 0.195268, 1040
SQ, 0.193976, 1040
HAT, 0.209025, 1040
MSarray_2, 0.264630, 1040
MSarray_3, 0.357395, 1040
MSarray_4, 0.501470, 1040
geo, 0.194919, 1040
base, 0.130303, 1056
mono, 0.192001, 1056
sliced, 0.193529, 1056
SQ, 0.192232, 1056
HAT, 0.210296, 1056
MSarray_2, 0.265857, 1056
MSarray_3, 0.356164, 1056
MSarray_4, 0.510756, 1056
geo, 0.193201, 1056
base, 0.131471, 1072
mono, 0.189535, 1072
sliced, 0.198706, 1072
SQ, 0.194612, 1072
HAT, 0.213426, 1072
MSarray_2, 0.247789, 1072
MSarray_3, 0.286764, 1072
MSarray_4, 0.517330, 1072
geo, 0.193888, 1072
base, 0.135658, 1088
mono, 0.193092, 1088
sliced, 0.198350, 1088
SQ, 0.196527, 1088
HAT, 0.215221, 1088
MSarray_2, 0.272852, 1088
MSarray_3, 0.340089, 1088
MSarray_4, 0.510099, 1088
geo, 0.198350, 1088
base, 0.133836, 1104
mono, 0.196739, 1104
sliced, 0.187709, 1104
SQ, 0.194501, 1104
HAT, 0.218787, 1104
MSarray_2, 0.277720, 1104
