array_type,time,element_size,checksum
geo, 0.092294, 560, 549770476255
mono, 0.091791, 560, 549770476255
sliced, 0.094617, 560, 549770476255
SQ, 0.099351, 560, 549770476255
HAT, 0.070530, 560, 549770476255
MSarray_2, 0.039459, 560, 549770476255
MSarray_3, 0.047853, 560, 549770476255
MSarray_4, 0.048265, 560, 549770476255
geo, 0.092161, 576, 549770476255
mono, 0.106158, 576, 549770476255
sliced, 0.103825, 576, 549770476255
SQ, 0.109919, 576, 549770476255
HAT, 0.074144, 576, 549770476255
MSarray_2, 0.039582, 576, 549770476255
MSarray_3, 0.048295, 576, 549770476255
MSarray_4, 0.048371, 576, 549770476255
geo, 0.106828, 592, 549770476255
mono, 0.107575, 592, 549770476255
sliced, 0.104527, 592, 549770476255
SQ, 0.109056, 592, 549770476255
HAT, 0.075986, 592, 549770476255
MSarray_2, 0.040520, 592, 549770476255
MSarray_3, 0.049327, 592, 549770476255
MSarray_4, 0.050348, 592, 549770476255
geo, 0.109825, 608, 549770476255
mono, 0.111721, 608, 549770476255
sliced, 0.109542, 608, 549770476255
SQ, 0.112340, 608, 549770476255
HAT, 0.075394, 608, 549770476255
MSarray_2, 0.040532, 608, 549770476255
MSarray_3, 0.049680, 608, 549770476255
MSarray_4, 0.050178, 608, 549770476255
geo, 0.113232, 624, 549770476255
mono, 0.118201, 624, 549770476255
sliced, 0.114656, 624, 549770476255
SQ, 0.115778, 624, 549770476255
HAT, 0.080211, 624, 549770476255
MSarray_2, 0.042912, 624, 549770476255
MSarray_3, 0.052098, 624, 549770476255
MSarray_4, 0.052802, 624, 549770476255
geo, 0.116121, 640, 549770476255
mono, 0.115413, 640, 549770476255
sliced, 0.114465, 640, 549770476255
SQ, 0.114527, 640, 549770476255
HAT, 0.081875, 640, 549770476255
MSarray_2, 0.043027, 640, 549770476255
MSarray_3, 0.051953, 640, 549770476255
MSarray_4, 0.053043, 640, 549770476255
geo, 0.120515, 656, 549770476255
mono, 0.117046, 656, 549770476255
sliced, 0.119357, 656, 549770476255
SQ, 0.117830, 656, 549770476255
HAT, 0.082033, 656, 549770476255
MSarray_2, 0.043913, 656, 549770476255
MSarray_3, 0.053226, 656, 549770476255
MSarray_4, 0.052426, 656, 549770476255
geo, 0.124194, 672, 549770476255
mono, 0.107951, 672, 549770476255
sliced, 0.117697, 672, 549770476255
SQ, 0.124745, 672, 549770476255
HAT, 0.084727, 672, 549770476255
MSarray_2, 0.044078, 672, 549770476255
MSarray_3, 0.053655, 672, 549770476255
MSarray_4, 0.054431, 672, 549770476255
geo, 0.123734, 688, 549770476255
mono, 0.124558, 688, 549770476255
sliced, 0.125359, 688, 549770476255
SQ, 0.125251, 688, 549770476255
HAT, 0.087580, 688, 549770476255
MSarray_2, 0.045942, 688, 549770476255
MSarray_3, 0.055942, 688, 549770476255
MSarray_4, 0.056368, 688, 549770476255
geo, 0.124692, 704, 549770476255
mono, 0.126708, 704, 549770476255
sliced, 0.124466, 704, 549770476255
SQ, 0.126317, 704, 549770476255
HAT, 0.090206, 704, 549770476255
MSarray_2, 0.046148, 704, 549770476255
MSarray_3, 0.056000, 704, 549770476255
MSarray_4, 0.056824, 704, 549770476255
geo, 0.127848, 720, 549770476255
mono, 0.128400, 720, 549770476255
sliced, 0.126082, 720, 549770476255
SQ, 0.133928, 720, 549770476255
HAT, 0.091237, 720, 549770476255
MSarray_2, 0.046864, 720, 549770476255
MSarray_3, 0.056746, 720, 549770476255
MSarray_4, 0.058302, 720, 549770476255
geo, 0.113418, 736, 549770476255
mono, 0.131818, 736, 549770476255
sliced, 0.131003, 736, 549770476255
SQ, 0.132720, 736, 549770476255
HAT, 0.090567, 736, 549770476255
MSarray_2, 0.047992, 736, 549770476255
MSarray_3, 0.057933, 736, 549770476255
MSarray_4, 0.059445, 736, 549770476255
geo, 0.137116, 752, 549770476255
mono, 0.132631, 752, 549770476255
sliced, 0.134751, 752, 549770476255
SQ, 0.134117, 752, 549770476255
HAT, 0.096354, 752, 549770476255
MSarray_2, 0.048818, 752, 549770476255
MSarray_3, 0.059058, 752, 549770476255
MSarray_4, 0.060651, 752, 549770476255
geo, 0.136677, 768, 549770476255
mono, 0.138580, 768, 549770476255
sliced, 0.133772, 768, 549770476255
SQ, 0.139048, 768, 549770476255
HAT, 0.096863, 768, 549770476255
MSarray_2, 0.048534, 768, 549770476255
MSarray_3, 0.059562, 768, 549770476255
MSarray_4, 0.061707, 768, 549770476255
geo, 0.141168, 784, 549770476255
mono, 0.139855, 784, 549770476255
sliced, 0.137846, 784, 549770476255
SQ, 0.139047, 784, 549770476255
HAT, 0.097663, 784, 549770476255
MSarray_2, 0.049676, 784, 549770476255
MSarray_3, 0.060586, 784, 549770476255
MSarray_4, 0.062358, 784, 549770476255
geo, 0.138792, 800, 549770476255
mono, 0.143563, 800, 549770476255
sliced, 0.137949, 800, 549770476255
SQ, 0.127214, 800, 549770476255
HAT, 0.100509, 800, 549770476255
MSarray_2, 0.050601, 800, 549770476255
MSarray_3, 0.061824, 800, 549770476255
MSarray_4, 0.064583, 800, 549770476255
geo, 0.141751, 816, 549770476255
mono, 0.142541, 816, 549770476255
sliced, 0.139183, 816, 549770476255
SQ, 0.144951, 816, 549770476255
HAT, 0.100216, 816, 549770476255
MSarray_2, 0.051219, 816, 549770476255
MSarray_3, 0.062331, 816, 549770476255
MSarray_4, 0.066120, 816, 549770476255
geo, 0.139091, 832, 549770476255
mono, 0.133788, 832, 549770476255
sliced, 0.140404, 832, 549770476255
SQ, 0.146046, 832, 549770476255
HAT, 0.101518, 832, 549770476255
MSarray_2, 0.053928, 832, 549770476255
MSarray_3, 0.062946, 832, 549770476255
MSarray_4, 0.067359, 832, 549770476255
geo, 0.146201, 848, 549770476255
mono, 0.152111, 848, 549770476255
sliced, 0.145759, 848, 549770476255
SQ, 0.150759, 848, 549770476255
HAT, 0.105483, 848, 549770476255
MSarray_2, 0.052034, 848, 549770476255
MSarray_3, 0.063420, 848, 549770476255
MSarray_4, 0.070151, 848, 549770476255
geo, 0.151401, 864, 549770476255
mono, 0.158391, 864, 549770476255
sliced, 0.149355, 864, 549770476255
SQ, 0.151928, 864, 549770476255
HAT, 0.105834, 864, 549770476255
MSarray_2, 0.052810, 864, 549770476255
MSarray_3, 0.065319, 864, 549770476255
MSarray_4, 0.073442, 864, 549770476255
geo, 0.160685, 880, 549770476255
mono, 0.157013, 880, 549770476255
sliced, 0.154175, 880, 549770476255
SQ, 0.153522, 880, 549770476255
HAT, 0.108037, 880, 549770476255
MSarray_2, 0.053455, 880, 549770476255
MSarray_3, 0.066446, 880, 549770476255
MSarray_4, 0.076502, 880, 549770476255
geo, 0.155654, 896, 549770476255
mono, 0.158181, 896, 549770476255
sliced, 0.153790, 896, 549770476255
SQ, 0.156651, 896, 549770476255
HAT, 0.111413, 896, 549770476255
MSarray_2, 0.054804, 896, 549770476255
MSarray_3, 0.066025, 896, 549770476255
MSarray_4, 0.075993, 896, 549770476255
geo, 0.160622, 912, 549770476255
mono, 0.161529, 912, 549770476255
sliced, 0.162726, 912, 549770476255
SQ, 0.160019, 912, 549770476255
HAT, 0.113620, 912, 549770476255
MSarray_2, 0.056018, 912, 549770476255
MSarray_3, 0.068341, 912, 549770476255
MSarray_4, 0.078387, 912, 549770476255
geo, 0.160155, 928, 549770476255
mono, 0.163435, 928, 549770476255
sliced, 0.159483, 928, 549770476255
SQ, 0.161498, 928, 549770476255
HAT, 0.113671, 928, 549770476255
MSarray_2, 0.054828, 928, 549770476255
MSarray_3, 0.068344, 928, 549770476255
MSarray_4, 0.079068, 928, 549770476255
geo, 0.165293, 944, 549770476255
mono, 0.170048, 944, 549770476255
sliced, 0.161838, 944, 549770476255
SQ, 0.163172, 944, 549770476255
HAT, 0.120079, 944, 549770476255
MSarray_2, 0.057641, 944, 549770476255
MSarray_3, 0.069934, 944, 549770476255
MSarray_4, 0.081436, 944, 549770476255
geo, 0.166561, 960, 549770476255
mono, 0.168342, 960, 549770476255
sliced, 0.166894, 960, 549770476255
SQ, 0.168090, 960, 549770476255
HAT, 0.118254, 960, 549770476255
MSarray_2, 0.055462, 960, 549770476255
MSarray_3, 0.070351, 960, 549770476255
MSarray_4, 0.082018, 960, 549770476255
geo, 0.176378, 976, 549770476255
mono, 0.168962, 976, 549770476255
sliced, 0.168906, 976, 549770476255
SQ, 0.168109, 976, 549770476255
HAT, 0.122033, 976, 549770476255
MSarray_2, 0.056104, 976, 549770476255
MSarray_3, 0.071361, 976, 549770476255
MSarray_4, 0.085719, 976, 549770476255
geo, 0.173595, 992, 549770476255
mono, 0.173741, 992, 549770476255
sliced, 0.171657, 992, 549770476255
SQ, 0.171737, 992, 549770476255
HAT, 0.124249, 992, 549770476255
MSarray_2, 0.056271, 992, 549770476255
MSarray_3, 0.071922, 992, 549770476255
MSarray_4, 0.089061, 992, 549770476255
geo, 0.173730, 1008, 549770476255
mono, 0.174474, 1008, 549770476255
sliced, 0.169351, 1008, 549770476255
SQ, 0.174561, 1008, 549770476255
HAT, 0.123901, 1008, 549770476255
MSarray_2, 0.060494, 1008, 549770476255
MSarray_3, 0.068562, 1008, 549770476255
MSarray_4, 0.090347, 1008, 549770476255
geo, 0.173637, 1024, 549770476255
mono, 0.175506, 1024, 549770476255
sliced, 0.177573, 1024, 549770476255
SQ, 0.177023, 1024, 549770476255
HAT, 0.125848, 1024, 549770476255
MSarray_2, 0.059472, 1024, 549770476255
MSarray_3, 0.069813, 1024, 549770476255
MSarray_4, 0.093247, 1024, 549770476255
geo, 0.182903, 1040, 549770476255
mono, 0.178261, 1040, 549770476255
sliced, 0.179899, 1040, 549770476255
SQ, 0.180147, 1040, 549770476255
HAT, 0.126930, 1040, 549770476255
MSarray_2, 0.060696, 1040, 549770476255
MSarray_3, 0.071815, 1040, 549770476255
MSarray_4, 0.093775, 1040, 549770476255
geo, 0.179769, 1056, 549770476255
mono, 0.186108, 1056, 549770476255
sliced, 0.181241, 1056, 549770476255
SQ, 0.181607, 1056, 549770476255
HAT, 0.133592, 1056, 549770476255
MSarray_2, 0.058880, 1056, 549770476255
MSarray_3, 0.072562, 1056, 549770476255
MSarray_4, 0.095794, 1056, 549770476255
geo, 0.187242, 1072, 549770476255
mono, 0.180811, 1072, 549770476255
sliced, 0.182780, 1072, 549770476255
SQ, 0.187193, 1072, 549770476255
HAT, 0.128595, 1072, 549770476255
MSarray_2, 0.059518, 1072, 549770476255
MSarray_3, 0.075643, 1072, 549770476255
MSarray_4, 0.100284, 1072, 549770476255
geo, 0.189540, 1088, 549770476255
mono, 0.187484, 1088, 549770476255
sliced, 0.186342, 1088, 549770476255
SQ, 0.189147, 1088, 549770476255
HAT, 0.133726, 1088, 549770476255
MSarray_2, 0.059932, 1088, 549770476255
MSarray_3, 0.074164, 1088, 549770476255
MSarray_4, 0.101766, 1088, 549770476255
geo, 0.169074, 1104, 549770476255
mono, 0.187272, 1104, 549770476255
sliced, 0.187717, 1104, 549770476255
SQ, 0.191375, 1104, 549770476255
HAT, 0.140787, 1104, 549770476255
MSarray_2, 0.060587, 1104, 549770476255
MSarray_3, 0.077536, 1104, 549770476255
MSarray_4, 0.103788, 1104, 549770476255
geo, 0.193500, 1120, 549770476255
mono, 0.193365, 1120, 549770476255
sliced, 0.188204, 1120, 549770476255
SQ, 0.195923, 1120, 549770476255
HAT, 0.136904, 1120, 549770476255
MSarray_2, 0.064470, 1120, 549770476255
MSarray_3, 0.080023, 1120, 549770476255
MSarray_4, 0.104360, 1120, 549770476255
geo, 0.194012, 1136, 549770476255
mono, 0.194342, 1136, 549770476255
sliced, 0.195184, 1136, 549770476255
SQ, 0.198685, 1136, 549770476255
HAT, 0.140468, 1136, 549770476255
MSarray_2, 0.062645, 1136, 549770476255
MSarray_3, 0.081203, 1136, 549770476255
MSarray_4, 0.107566, 1136, 549770476255
geo, 0.199233, 1152, 549770476255
mono, 0.197561, 1152, 549770476255
sliced, 0.196250, 1152, 549770476255
SQ, 0.200917, 1152, 549770476255
HAT, 0.147572, 1152, 549770476255
MSarray_2, 0.065150, 1152, 549770476255
MSarray_3, 0.080828, 1152, 549770476255
MSarray_4, 0.108088, 1152, 549770476255
geo, 0.195901, 1168, 549770476255
mono, 0.202844, 1168, 549770476255
sliced, 0.200205, 1168, 549770476255
SQ, 0.205157, 1168, 549770476255
HAT, 0.148009, 1168, 549770476255
MSarray_2, 0.066110, 1168, 549770476255
MSarray_3, 0.080539, 1168, 549770476255
MSarray_4, 0.110566, 1168, 549770476255
geo, 0.205311, 1184, 549770476255
mono, 0.205927, 1184, 549770476255
sliced, 0.201524, 1184, 549770476255
SQ, 0.205292, 1184, 549770476255
HAT, 0.147503, 1184, 549770476255
MSarray_2, 0.064706, 1184, 549770476255
MSarray_3, 0.080892, 1184, 549770476255
MSarray_4, 0.112588, 1184, 549770476255
geo, 0.206156, 1200, 549770476255
mono, 0.203164, 1200, 549770476255
sliced, 0.203569, 1200, 549770476255
SQ, 0.204822, 1200, 549770476255
HAT, 0.154061, 1200, 549770476255
MSarray_2, 0.067788, 1200, 549770476255
MSarray_3, 0.085322, 1200, 549770476255
MSarray_4, 0.113252, 1200, 549770476255
geo, 0.202430, 1216, 549770476255
mono, 0.209159, 1216, 549770476255
sliced, 0.205715, 1216, 549770476255
SQ, 0.210892, 1216, 549770476255
HAT, 0.155673, 1216, 549770476255
MSarray_2, 0.065979, 1216, 549770476255
MSarray_3, 0.087044, 1216, 549770476255
MSarray_4, 0.114192, 1216, 549770476255
geo, 0.210444, 1232, 549770476255
mono, 0.210923, 1232, 549770476255
sliced, 0.208555, 1232, 549770476255
SQ, 0.214354, 1232, 549770476255
HAT, 0.153726, 1232, 549770476255
MSarray_2, 0.066990, 1232, 549770476255
MSarray_3, 0.087118, 1232, 549770476255
MSarray_4, 0.114940, 1232, 549770476255
geo, 0.213672, 1248, 549770476255
mono, 0.215117, 1248, 549770476255
sliced, 0.209937, 1248, 549770476255
SQ, 0.212497, 1248, 549770476255
HAT, 0.156060, 1248, 549770476255
MSarray_2, 0.067859, 1248, 549770476255
MSarray_3, 0.087834, 1248, 549770476255
MSarray_4, 0.116210, 1248, 549770476255
geo, 0.210437, 1264, 549770476255
mono, 0.202696, 1264, 549770476255
sliced, 0.202003, 1264, 549770476255
SQ, 0.216994, 1264, 549770476255
HAT, 0.162643, 1264, 549770476255
MSarray_2, 0.069412, 1264, 549770476255
MSarray_3, 0.090395, 1264, 549770476255
MSarray_4, 0.117171, 1264, 549770476255
geo, 0.217563, 1280, 549770476255
mono, 0.212935, 1280, 549770476255
sliced, 0.209911, 1280, 549770476255
SQ, 0.215373, 1280, 549770476255
HAT, 0.169104, 1280, 549770476255
MSarray_2, 0.068559, 1280, 549770476255
MSarray_3, 0.091622, 1280, 549770476255
MSarray_4, 0.118148, 1280, 549770476255
geo, 0.214508, 1296, 549770476255
mono, 0.222796, 1296, 549770476255
sliced, 0.214695, 1296, 549770476255
SQ, 0.218866, 1296, 549770476255
HAT, 0.164077, 1296, 549770476255
MSarray_2, 0.070158, 1296, 549770476255
MSarray_3, 0.091891, 1296, 549770476255
MSarray_4, 0.119743, 1296, 549770476255
geo, 0.225022, 1312, 549770476255
mono, 0.231587, 1312, 549770476255
sliced, 0.222593, 1312, 549770476255
SQ, 0.222344, 1312, 549770476255
HAT, 0.168357, 1312, 549770476255
MSarray_2, 0.070355, 1312, 549770476255
MSarray_3, 0.092704, 1312, 549770476255
MSarray_4, 0.123045, 1312, 549770476255
geo, 0.230294, 1328, 549770476255
mono, 0.224593, 1328, 549770476255
sliced, 0.226166, 1328, 549770476255
SQ, 0.228064, 1328, 549770476255
HAT, 0.169286, 1328, 549770476255
MSarray_2, 0.072542, 1328, 549770476255
MSarray_3, 0.093192, 1328, 549770476255
MSarray_4, 0.122699, 1328, 549770476255
geo, 0.231325, 1344, 549770476255
mono, 0.229340, 1344, 549770476255
sliced, 0.229018, 1344, 549770476255
SQ, 0.225101, 1344, 549770476255
HAT, 0.178129, 1344, 549770476255
MSarray_2, 0.071215, 1344, 549770476255
MSarray_3, 0.095976, 1344, 549770476255
MSarray_4, 0.127585, 1344, 549770476255
geo, 0.228178, 1360, 549770476255
mono, 0.229192, 1360, 549770476255
sliced, 0.231491, 1360, 549770476255
SQ, 0.221272, 1360, 549770476255
HAT, 0.176697, 1360, 549770476255
MSarray_2, 0.072532, 1360, 549770476255
MSarray_3, 0.095707, 1360, 549770476255
MSarray_4, 0.124694, 1360, 549770476255
geo, 0.236286, 1376, 549770476255
mono, 0.231053, 1376, 549770476255
sliced, 0.229812, 1376, 549770476255
SQ, 0.232501, 1376, 549770476255
HAT, 0.174396, 1376, 549770476255
MSarray_2, 0.072806, 1376, 549770476255
MSarray_3, 0.097646, 1376, 549770476255
MSarray_4, 0.126668, 1376, 549770476255
geo, 0.236238, 1392, 549770476255
mono, 0.237727, 1392, 549770476255
sliced, 0.236256, 1392, 549770476255
SQ, 0.239503, 1392, 549770476255
HAT, 0.183111, 1392, 549770476255
MSarray_2, 0.074209, 1392, 549770476255
MSarray_3, 0.099066, 1392, 549770476255
MSarray_4, 0.129226, 1392, 549770476255
geo, 0.239605, 1408, 549770476255
mono, 0.242393, 1408, 549770476255
sliced, 0.236038, 1408, 549770476255
SQ, 0.240271, 1408, 549770476255
HAT, 0.186554, 1408, 549770476255
MSarray_2, 0.073134, 1408, 549770476255
MSarray_3, 0.099175, 1408, 549770476255
MSarray_4, 0.131985, 1408, 549770476255
geo, 0.248636, 1424, 549770476255
mono, 0.237592, 1424, 549770476255
sliced, 0.240441, 1424, 549770476255
SQ, 0.238738, 1424, 549770476255
HAT, 0.182145, 1424, 549770476255
MSarray_2, 0.074309, 1424, 549770476255
MSarray_3, 0.103381, 1424, 549770476255
MSarray_4, 0.134029, 1424, 549770476255
geo, 0.239678, 1440, 549770476255
mono, 0.243547, 1440, 549770476255
sliced, 0.243953, 1440, 549770476255
SQ, 0.245873, 1440, 549770476255
HAT, 0.184256, 1440, 549770476255
MSarray_2, 0.075523, 1440, 549770476255
MSarray_3, 0.103598, 1440, 549770476255
MSarray_4, 0.131801, 1440, 549770476255
geo, 0.247157, 1456, 549770476255
mono, 0.248314, 1456, 549770476255
sliced, 0.246933, 1456, 549770476255
SQ, 0.238788, 1456, 549770476255
HAT, 0.194808, 1456, 549770476255
MSarray_2, 0.076784, 1456, 549770476255
MSarray_3, 0.105956, 1456, 549770476255
MSarray_4, 0.132305, 1456, 549770476255
geo, 0.253613, 1472, 549770476255
mono, 0.253304, 1472, 549770476255
sliced, 0.249797, 1472, 549770476255
SQ, 0.248693, 1472, 549770476255
HAT, 0.192366, 1472, 549770476255
MSarray_2, 0.077165, 1472, 549770476255
MSarray_3, 0.104451, 1472, 549770476255
MSarray_4, 0.134730, 1472, 549770476255
geo, 0.251853, 1488, 549770476255
mono, 0.257185, 1488, 549770476255
sliced, 0.256012, 1488, 549770476255
SQ, 0.250493, 1488, 549770476255
HAT, 0.197650, 1488, 549770476255
MSarray_2, 0.077435, 1488, 549770476255
MSarray_3, 0.106501, 1488, 549770476255
MSarray_4, 0.140264, 1488, 549770476255
geo, 0.253588, 1504, 549770476255
mono, 0.256720, 1504, 549770476255
sliced, 0.255745, 1504, 549770476255
SQ, 0.255232, 1504, 549770476255
HAT, 0.191523, 1504, 549770476255
MSarray_2, 0.082623, 1504, 549770476255
MSarray_3, 0.107566, 1504, 549770476255
MSarray_4, 0.137172, 1504, 549770476255
geo, 0.262401, 1520, 549770476255
mono, 0.256580, 1520, 549770476255
sliced, 0.259540, 1520, 549770476255
SQ, 0.257169, 1520, 549770476255
HAT, 0.200897, 1520, 549770476255
MSarray_2, 0.080155, 1520, 549770476255
MSarray_3, 0.107943, 1520, 549770476255
MSarray_4, 0.138963, 1520, 549770476255
geo, 0.263891, 1536, 549770476255
mono, 0.250501, 1536, 549770476255
sliced, 0.248117, 1536, 549770476255
SQ, 0.251869, 1536, 549770476255
HAT, 0.193142, 1536, 549770476255
MSarray_2, 0.080419, 1536, 549770476255
MSarray_3, 0.109476, 1536, 549770476255
MSarray_4, 0.141625, 1536, 549770476255
geo, 0.265927, 1552, 549770476255
mono, 0.268090, 1552, 549770476255
sliced, 0.259025, 1552, 549770476255
SQ, 0.259920, 1552, 549770476255
HAT, 0.202562, 1552, 549770476255
MSarray_2, 0.080636, 1552, 549770476255
MSarray_3, 0.111794, 1552, 549770476255
MSarray_4, 0.143581, 1552, 549770476255
geo, 0.261009, 1568, 549770476255
mono, 0.259302, 1568, 549770476255
sliced, 0.258763, 1568, 549770476255
SQ, 0.261752, 1568, 549770476255
HAT, 0.200262, 1568, 549770476255
MSarray_2, 0.083183, 1568, 549770476255
MSarray_3, 0.111870, 1568, 549770476255
MSarray_4, 0.144875, 1568, 549770476255
geo, 0.256000, 1584, 549770476255
mono, 0.259690, 1584, 549770476255
sliced, 0.268367, 1584, 549770476255
SQ, 0.257453, 1584, 549770476255
HAT, 0.209041, 1584, 549770476255
MSarray_2, 0.083287, 1584, 549770476255
MSarray_3, 0.112595, 1584, 549770476255
MSarray_4, 0.144218, 1584, 549770476255
geo, 0.274559, 1600, 549770476255
mono, 0.267663, 1600, 549770476255
sliced, 0.270788, 1600, 549770476255
SQ, 0.270092, 1600, 549770476255
HAT, 0.204061, 1600, 549770476255
MSarray_2, 0.083717, 1600, 549770476255
MSarray_3, 0.114621, 1600, 549770476255
MSarray_4, 0.146039, 1600, 549770476255
geo, 0.272756, 1616, 549770476255
mono, 0.276246, 1616, 549770476255
sliced, 0.274440, 1616, 549770476255
SQ, 0.271649, 1616, 549770476255
HAT, 0.215550, 1616, 549770476255
MSarray_2, 0.084650, 1616, 549770476255
MSarray_3, 0.118805, 1616, 549770476255
MSarray_4, 0.148187, 1616, 549770476255
geo, 0.273280, 1632, 549770476255
mono, 0.272795, 1632, 549770476255
sliced, 0.272845, 1632, 549770476255
SQ, 0.275768, 1632, 549770476255
HAT, 0.206267, 1632, 549770476255
MSarray_2, 0.085914, 1632, 549770476255
MSarray_3, 0.119767, 1632, 549770476255
MSarray_4, 0.150859, 1632, 549770476255
geo, 0.286077, 1648, 549770476255
mono, 0.282589, 1648, 549770476255
sliced, 0.271232, 1648, 549770476255
SQ, 0.280133, 1648, 549770476255
HAT, 0.221535, 1648, 549770476255
MSarray_2, 0.085511, 1648, 549770476255
MSarray_3, 0.119254, 1648, 549770476255
MSarray_4, 0.154161, 1648, 549770476255
geo, 0.280160, 1664, 549770476255
mono, 0.285125, 1664, 549770476255
sliced, 0.278104, 1664, 549770476255
SQ, 0.281869, 1664, 549770476255
HAT, 0.213076, 1664, 549770476255
MSarray_2, 0.087126, 1664, 549770476255
MSarray_3, 0.121305, 1664, 549770476255
MSarray_4, 0.153928, 1664, 549770476255
geo, 0.288202, 1680, 549770476255
mono, 0.282545, 1680, 549770476255
sliced, 0.283232, 1680, 549770476255
SQ, 0.283199, 1680, 549770476255
HAT, 0.217983, 1680, 549770476255
MSarray_2, 0.087828, 1680, 549770476255
MSarray_3, 0.123898, 1680, 549770476255
MSarray_4, 0.154191, 1680, 549770476255
geo, 0.286315, 1696, 549770476255
mono, 0.287890, 1696, 549770476255
sliced, 0.282508, 1696, 549770476255
SQ, 0.285752, 1696, 549770476255
HAT, 0.221034, 1696, 549770476255
MSarray_2, 0.090757, 1696, 549770476255
MSarray_3, 0.124372, 1696, 549770476255
MSarray_4, 0.162162, 1696, 549770476255
geo, 0.287127, 1712, 549770476255
mono, 0.291927, 1712, 549770476255
sliced, 0.289357, 1712, 549770476255
SQ, 0.292026, 1712, 549770476255
HAT, 0.226874, 1712, 549770476255
MSarray_2, 0.090192, 1712, 549770476255
MSarray_3, 0.127172, 1712, 549770476255
MSarray_4, 0.170042, 1712, 549770476255
geo, 0.293418, 1728, 549770476255
mono, 0.290736, 1728, 549770476255
sliced, 0.290692, 1728, 549770476255
SQ, 0.295278, 1728, 549770476255
HAT, 0.227180, 1728, 549770476255
MSarray_2, 0.090831, 1728, 549770476255
MSarray_3, 0.128992, 1728, 549770476255
MSarray_4, 0.157637, 1728, 549770476255
geo, 0.296161, 1744, 549770476255
mono, 0.297716, 1744, 549770476255
sliced, 0.291861, 1744, 549770476255
SQ, 0.294187, 1744, 549770476255
HAT, 0.222908, 1744, 549770476255
MSarray_2, 0.092527, 1744, 549770476255
MSarray_3, 0.133058, 1744, 549770476255
MSarray_4, 0.163507, 1744, 549770476255
geo, 0.305157, 1760, 549770476255
mono, 0.298792, 1760, 549770476255
sliced, 0.294770, 1760, 549770476255
SQ, 0.299104, 1760, 549770476255
HAT, 0.236506, 1760, 549770476255
MSarray_2, 0.092137, 1760, 549770476255
MSarray_3, 0.132761, 1760, 549770476255
MSarray_4, 0.190444, 1760, 549770476255
geo, 0.299666, 1776, 549770476255
mono, 0.302170, 1776, 549770476255
sliced, 0.295830, 1776, 549770476255
SQ, 0.299266, 1776, 549770476255
HAT, 0.244003, 1776, 549770476255
MSarray_2, 0.096719, 1776, 549770476255
MSarray_3, 0.149957, 1776, 549770476255
MSarray_4, 0.225396, 1776, 549770476255
geo, 0.302735, 1792, 549770476255
mono, 0.296910, 1792, 549770476255
sliced, 0.305499, 1792, 549770476255
SQ, 0.308658, 1792, 549770476255
HAT, 0.237389, 1792, 549770476255
MSarray_2, 0.093259, 1792, 549770476255
MSarray_3, 0.148632, 1792, 549770476255
MSarray_4, 0.218574, 1792, 549770476255
geo, 0.303224, 1808, 549770476255
mono, 0.305973, 1808, 549770476255
sliced, 0.306862, 1808, 549770476255
SQ, 0.306485, 1808, 549770476255
HAT, 0.244306, 1808, 549770476255
MSarray_2, 0.095966, 1808, 549770476255
MSarray_3, 0.153877, 1808, 549770476255
MSarray_4, 0.223904, 1808, 549770476255
geo, 0.304504, 1824, 549770476255
mono, 0.313212, 1824, 549770476255
sliced, 0.294345, 1824, 549770476255
SQ, 0.305179, 1824, 549770476255
HAT, 0.236593, 1824, 549770476255
MSarray_2, 0.096858, 1824, 549770476255
MSarray_3, 0.153181, 1824, 549770476255
MSarray_4, 0.227711, 1824, 549770476255
geo, 0.314313, 1840, 549770476255
mono, 0.313559, 1840, 549770476255
sliced, 0.312724, 1840, 549770476255
SQ, 0.315408, 1840, 549770476255
HAT, 0.248079, 1840, 549770476255
MSarray_2, 0.097347, 1840, 549770476255
MSarray_3, 0.155979, 1840, 549770476255
MSarray_4, 0.222270, 1840, 549770476255
geo, 0.314211, 1856, 549770476255
mono, 0.310805, 1856, 549770476255
sliced, 0.314870, 1856, 549770476255
SQ, 0.316664, 1856, 549770476255
HAT, 0.251538, 1856, 549770476255
MSarray_2, 0.104890, 1856, 549770476255
MSarray_3, 0.154980, 1856, 549770476255
MSarray_4, 0.351502, 1856, 549770476255
geo, 0.306535, 1872, 549770476255
mono, 0.300072, 1872, 549770476255
sliced, 0.304946, 1872, 549770476255
SQ, 0.320850, 1872, 549770476255
HAT, 0.250730, 1872, 549770476255
MSarray_2, 0.098255, 1872, 549770476255
MSarray_3, 0.135154, 1872, 549770476255
MSarray_4, 0.365736, 1872, 549770476255
geo, 0.304153, 1888, 549770476255
mono, 0.317502, 1888, 549770476255
sliced, 0.316149, 1888, 549770476255
SQ, 0.316584, 1888, 549770476255
HAT, 0.249064, 1888, 549770476255
MSarray_2, 0.100992, 1888, 549770476255
MSarray_3, 0.144433, 1888, 549770476255
MSarray_4, 0.212191, 1888, 549770476255
geo, 0.323212, 1904, 549770476255
mono, 0.324934, 1904, 549770476255
sliced, 0.320419, 1904, 549770476255
SQ, 0.322721, 1904, 549770476255
HAT, 0.255692, 1904, 549770476255
MSarray_2, 0.102857, 1904, 549770476255
MSarray_3, 0.153253, 1904, 549770476255
MSarray_4, 0.221791, 1904, 549770476255
